record_id,subject_id,session_id,timestamp_ms,delta_band_power,theta_band_power,alpha_band_power,beta_band_power,gamma_band_power,signal_noise_ratio,eye_blink_artifact,mental_task_type,focus_level_score,cognitive_state
2228,10,10,101735,1.869,3.443,6.184,4.902,2.198,36.54,No,Visual Stimulus,81.41,Relaxed
2229,30,3,547200,3.969,4.886,5.309,8.395,1.065,33.72,Yes,Visual Stimulus,1.04,Fatigued
2230,50,8,80771,1.972,3.777,7.427,1.439,0.46,27.32,No,Cognitive Load,22.4,Distracted
2231,18,8,99083,1.59,2.23,6.372,1.875,1.504,27.91,Yes,Cognitive Load,70.59,Distracted
2232,17,1,398750,1.261,3.586,1.856,3.411,1.169,7.96,Yes,Visual Stimulus,40.56,Fatigued
2233,26,10,232682,3.987,3.434,6.501,7.776,2.093,38.26,No,Visual Stimulus,33.03,Fatigued
2234,8,2,428886,1.084,5.029,5.313,3.405,3.919,8.74,No,Cognitive Load,87.23,Distracted
2235,47,8,229171,2.542,5.899,5.517,4.38,0.585,24.71,No,Visual Stimulus,91.73,Distracted
2236,40,1,373839,2.781,2.761,6.742,3.365,1.554,16.55,Yes,Cognitive Load,94.8,Focused
2237,49,8,167558,3.593,4.699,4.804,1.262,3.735,20.04,No,Visual Stimulus,27.26,Distracted
2238,12,8,296412,3.35,1.049,3.995,9.425,3.52,26.36,No,Cognitive Load,91.25,Focused
2239,27,2,107338,4.148,4.773,5.275,5.711,1.638,36.81,No,Resting,73.7,Focused
2240,8,4,474551,0.701,2.543,2.735,7.984,2.826,21.01,Yes,Visual Stimulus,15.42,Focused
2241,25,6,288480,1.834,0.717,1.869,6.754,0.443,39.57,No,Visual Stimulus,61.03,Focused
2242,46,9,87132,1.761,2.498,5.124,5.385,2.879,25.75,No,Resting,2.63,Relaxed
2243,4,8,295103,1.157,3.859,2.254,1.352,3.894,10.62,No,Motor Imagery,70.84,Fatigued
2244,33,8,144378,1.801,1.156,1.099,6.606,2.196,11.65,Yes,Visual Stimulus,73.36,Fatigued
2245,1,7,177254,1.894,5.582,0.504,1.976,2.044,30.06,No,Motor Imagery,78.93,Distracted
2246,19,9,598411,2.848,0.927,5.062,4.437,0.831,6.76,No,Resting,17.25,Fatigued
2247,31,2,449542,3.487,5.615,3.216,6.477,2.572,21.81,No,Visual Stimulus,62.82,Fatigued
2248,16,3,545786,2.215,4.389,6.142,7.931,2.403,10.19,Yes,Motor Imagery,17.89,Relaxed
2249,14,10,594486,3.738,2.313,3.314,7.008,2.643,20.16,No,Visual Stimulus,94.67,Focused
2250,48,8,500585,2.013,2.649,4.145,6.88,0.202,31.25,Yes,Visual Stimulus,67.5,Focused
2251,5,6,27197,1.806,4.574,3.553,1.916,2.24,21.06,No,Cognitive Load,9.53,Focused
2252,41,10,108775,2.935,3.808,5.379,3.788,2.42,10.72,No,Motor Imagery,18.7,Fatigued
2253,26,9,111030,0.607,4.194,3.171,0.908,0.909,13.82,No,Cognitive Load,66.35,Fatigued
2254,28,10,316790,0.859,2.64,7.728,7.335,0.912,17.86,Yes,Cognitive Load,47.67,Distracted
2255,2,4,401752,2.381,3.183,7.521,9.55,1.177,7.43,No,Motor Imagery,73.63,Relaxed
2256,50,8,56747,4.743,5.944,6.86,3.009,2.876,25.45,No,Motor Imagery,28.08,Relaxed
2257,6,10,45712,3.747,1.677,7.402,1.333,2.464,26.26,No,Cognitive Load,65.79,Distracted
2258,9,3,399489,0.897,2.798,3.869,5.018,3.398,7.18,No,Visual Stimulus,17.7,Distracted
2259,33,3,333964,4.308,2.105,4.523,8.639,1.253,19.08,Yes,Visual Stimulus,54.37,Distracted
2260,41,8,125342,3.795,4.708,6.066,5.744,3.657,19.49,No,Resting,95.78,Focused
2261,25,5,336497,3.249,4.702,5.721,0.944,3.0,16.68,Yes,Visual Stimulus,62.82,Focused
2262,48,3,487707,4.191,2.108,7.18,9.756,1.641,24.52,No,Motor Imagery,5.0,Focused
2263,13,10,92091,2.318,0.948,5.872,8.372,0.472,17.11,No,Motor Imagery,98.88,Focused
2264,9,1,348058,1.497,0.563,7.984,1.75,1.102,19.57,Yes,Resting,15.69,Distracted
2265,13,3,181902,2.804,2.851,3.114,9.257,3.831,32.91,No,Motor Imagery,71.81,Distracted
2266,31,9,410343,2.97,2.757,6.747,4.782,1.31,10.67,No,Cognitive Load,53.25,Distracted
2267,41,5,246222,2.922,5.936,5.732,4.033,1.387,26.67,No,Resting,29.44,Focused
2268,11,10,214560,3.043,3.084,5.685,4.88,0.839,22.7,No,Resting,17.73,Focused
2269,4,2,535827,4.769,1.91,2.944,8.428,3.247,15.68,No,Visual Stimulus,17.77,Fatigued
2270,34,7,275478,4.56,5.402,6.392,6.765,1.175,30.46,No,Visual Stimulus,85.84,Distracted
2271,38,2,421743,4.441,3.201,7.253,1.063,1.388,24.29,No,Cognitive Load,87.29,Relaxed
2272,46,4,514906,4.106,3.795,2.139,9.597,1.716,21.71,No,Cognitive Load,46.51,Relaxed
2273,4,7,582296,4.745,1.026,5.191,1.904,1.792,28.37,No,Visual Stimulus,10.36,Fatigued
2274,38,4,476492,0.943,2.606,3.441,7.583,1.704,33.08,Yes,Visual Stimulus,88.42,Focused
2275,19,7,361462,1.693,5.693,7.922,6.543,2.065,39.04,Yes,Cognitive Load,48.7,Distracted
2276,6,7,419924,2.728,3.742,4.091,2.282,3.277,27.03,No,Visual Stimulus,43.88,Focused
2277,34,1,67300,4.309,2.395,2.212,2.122,3.295,35.61,No,Resting,40.74,Focused
2278,18,6,391407,2.773,3.941,3.364,8.768,3.213,5.04,No,Cognitive Load,36.5,Relaxed
2279,13,9,191285,3.866,5.507,5.404,4.487,0.494,23.56,No,Visual Stimulus,52.6,Relaxed
2280,41,2,376460,1.125,2.007,1.071,6.718,3.219,12.51,No,Motor Imagery,60.45,Distracted
2281,23,3,98971,1.636,3.278,5.027,5.289,0.569,8.3,No,Motor Imagery,46.64,Distracted
2282,19,10,38744,3.793,5.773,7.484,7.41,0.586,23.62,No,Cognitive Load,89.66,Focused
2283,45,5,378226,1.241,1.448,6.878,5.053,3.797,31.14,No,Motor Imagery,31.77,Focused
2284,11,9,319586,2.081,4.458,1.008,3.23,3.296,19.43,No,Motor Imagery,57.83,Fatigued
2285,1,4,369061,1.692,3.88,7.95,3.952,2.254,28.45,No,Resting,30.0,Focused
2286,24,1,234975,2.074,4.238,5.74,8.661,3.512,22.14,Yes,Cognitive Load,75.34,Fatigued
2287,7,4,527938,3.687,2.432,1.717,4.946,3.959,20.3,Yes,Motor Imagery,10.21,Focused
2288,25,6,569405,2.155,2.226,0.593,2.528,2.482,15.16,Yes,Visual Stimulus,18.87,Focused
2289,21,5,48113,2.999,4.263,1.785,9.379,2.49,18.39,Yes,Cognitive Load,80.12,Focused
2290,15,1,139861,0.95,1.685,6.786,8.068,3.042,17.24,Yes,Cognitive Load,18.32,Distracted
2291,1,4,32125,4.123,2.808,0.662,1.029,1.005,27.62,No,Motor Imagery,62.57,Distracted
2292,12,6,229767,2.164,1.535,2.249,9.99,0.752,9.06,No,Motor Imagery,97.02,Distracted
2293,7,10,392144,3.418,0.546,6.18,7.102,3.062,8.24,No,Resting,52.29,Fatigued
2294,15,10,178157,3.764,5.835,4.896,2.023,1.445,28.1,No,Visual Stimulus,18.74,Fatigued
2295,21,4,543056,1.443,2.874,6.371,2.753,0.627,24.12,No,Resting,32.07,Distracted
2296,19,9,343243,4.481,5.831,6.096,7.078,1.328,20.06,Yes,Resting,82.35,Fatigued
2297,29,5,253807,3.273,1.272,0.88,7.908,1.499,10.34,No,Visual Stimulus,35.17,Distracted
2298,25,8,181383,2.429,3.731,7.194,2.771,3.864,19.39,No,Motor Imagery,72.35,Relaxed
2299,33,9,198139,1.321,1.605,2.203,2.941,2.822,32.64,No,Resting,77.74,Distracted
2300,49,10,71017,4.74,4.845,4.65,3.418,2.17,36.14,No,Cognitive Load,50.12,Relaxed
2301,32,5,545648,3.898,4.81,5.332,6.181,3.879,29.59,No,Resting,78.32,Focused
2302,49,6,502394,1.436,1.119,1.765,2.132,3.622,7.1,No,Visual Stimulus,31.69,Fatigued
2303,35,1,257137,2.02,5.516,7.822,1.49,2.097,28.46,Yes,Resting,51.62,Fatigued
2304,44,7,301075,4.144,1.57,4.161,6.949,3.632,13.43,No,Resting,68.66,Distracted
2305,38,4,55823,3.631,3.871,0.932,7.901,1.677,16.03,Yes,Cognitive Load,16.81,Focused
2306,26,2,18807,3.946,5.921,7.529,5.259,0.999,11.86,No,Visual Stimulus,27.36,Focused
2307,11,5,577701,2.485,5.353,4.897,3.956,1.007,32.15,No,Cognitive Load,65.2,Focused
2308,35,3,539828,3.724,5.761,5.744,4.604,2.683,27.7,No,Motor Imagery,65.54,Focused
2309,8,6,70248,2.239,2.384,4.439,4.19,2.054,26.41,No,Visual Stimulus,49.33,Fatigued
2310,46,8,252515,1.451,1.081,6.761,9.62,2.67,28.38,Yes,Resting,79.56,Distracted
2311,14,7,110494,3.347,1.536,0.749,7.797,2.776,13.29,No,Cognitive Load,48.21,Distracted
2312,10,3,544075,4.892,3.253,2.513,2.477,0.187,20.56,Yes,Cognitive Load,88.13,Relaxed
2313,2,8,283126,1.898,4.863,4.022,4.15,0.311,27.16,No,Visual Stimulus,73.59,Fatigued
2314,46,2,250768,2.574,1.326,1.075,5.668,2.177,27.28,No,Cognitive Load,31.47,Relaxed
2315,9,10,546894,3.533,4.129,5.794,6.323,0.845,32.71,No,Visual Stimulus,39.53,Focused
2316,3,9,233867,2.937,2.28,3.452,4.948,2.567,15.05,Yes,Motor Imagery,66.77,Distracted
2317,21,4,112223,4.295,2.377,2.545,8.196,2.254,31.96,No,Visual Stimulus,89.45,Relaxed
2318,26,1,571224,3.928,4.141,0.525,7.792,2.384,20.41,No,Visual Stimulus,17.87,Fatigued
2319,8,8,561669,0.762,3.068,5.899,5.299,1.28,28.46,No,Motor Imagery,51.47,Distracted
2320,48,7,383609,4.993,4.966,6.754,8.617,2.595,20.95,No,Motor Imagery,11.88,Fatigued
2321,2,5,413811,3.886,1.358,3.463,7.635,3.335,38.2,No,Resting,27.95,Distracted
2322,6,10,568482,4.388,4.845,4.732,7.897,3.992,11.28,Yes,Cognitive Load,68.6,Fatigued
2323,28,5,288997,3.43,0.853,2.208,9.586,3.37,28.63,No,Motor Imagery,7.77,Fatigued
2324,29,7,335863,4.353,1.567,5.166,3.031,2.274,25.18,No,Motor Imagery,66.24,Distracted
2325,26,5,151733,1.006,4.109,0.591,3.043,0.854,11.05,No,Cognitive Load,90.08,Fatigued
2326,25,8,523512,2.065,5.202,4.165,8.945,2.758,7.31,No,Cognitive Load,96.94,Fatigued
2327,12,6,237777,4.444,1.89,5.332,7.836,3.757,32.97,No,Resting,21.66,Focused
2328,5,5,167567,1.407,2.3,7.386,9.302,0.926,10.51,No,Resting,74.89,Distracted
2329,34,9,13703,0.852,3.454,3.36,1.1,1.098,11.53,Yes,Visual Stimulus,92.64,Relaxed
2330,48,2,58453,4.047,1.664,6.239,6.464,0.681,39.25,No,Resting,9.14,Distracted
2331,37,1,501738,4.26,4.961,4.983,1.874,2.973,30.1,No,Motor Imagery,41.4,Distracted
2332,15,8,187063,1.232,4.755,7.453,5.287,1.686,13.77,Yes,Motor Imagery,91.94,Focused
2333,44,3,376440,4.345,1.299,3.488,1.98,0.345,25.68,Yes,Cognitive Load,20.28,Relaxed
2334,36,7,238411,3.59,3.051,2.893,1.717,3.512,23.69,No,Resting,93.38,Relaxed
2335,15,10,402932,2.84,4.762,7.154,0.616,2.275,34.56,No,Visual Stimulus,52.72,Relaxed
2336,43,8,571386,4.236,2.355,0.869,6.487,1.391,30.53,Yes,Visual Stimulus,9.99,Fatigued
2337,48,6,370579,2.387,3.982,1.523,3.911,1.442,34.11,Yes,Visual Stimulus,44.99,Fatigued
2338,23,10,51990,1.373,0.776,1.118,1.499,1.232,12.4,Yes,Visual Stimulus,32.63,Fatigued
2339,6,9,331065,1.782,3.848,6.823,3.567,1.876,27.41,No,Cognitive Load,28.22,Relaxed
2340,46,7,269357,2.773,1.34,0.58,2.105,1.414,6.41,No,Resting,54.15,Distracted
2341,50,10,124693,2.891,5.068,6.962,9.446,2.237,7.41,No,Resting,48.36,Distracted
2342,44,5,175295,4.125,2.455,3.885,3.54,3.117,29.97,No,Resting,48.2,Relaxed
2343,43,8,330515,4.061,2.049,0.53,3.673,2.73,5.85,No,Resting,8.81,Relaxed
2344,45,2,68274,3.116,5.125,3.512,8.479,1.248,25.29,No,Visual Stimulus,80.23,Focused
2345,21,7,266278,4.014,0.776,1.901,6.654,2.162,34.41,No,Visual Stimulus,48.14,Fatigued
2346,23,4,563889,1.363,2.681,5.183,7.247,3.376,18.3,No,Cognitive Load,82.09,Fatigued
2347,43,9,277834,0.725,2.535,5.595,6.542,0.366,6.57,Yes,Cognitive Load,82.46,Fatigued
2348,16,1,264053,4.431,2.066,4.156,9.489,0.405,29.98,No,Visual Stimulus,31.71,Focused
2349,47,7,353383,0.84,5.515,0.804,2.467,2.269,37.54,Yes,Motor Imagery,0.43,Focused
2350,15,6,342176,1.61,4.63,5.421,9.896,2.593,30.1,No,Resting,91.12,Focused
2351,25,8,536350,3.629,0.852,6.815,8.394,0.925,25.25,Yes,Cognitive Load,76.07,Relaxed
2352,36,5,337530,2.343,4.431,5.902,6.095,3.006,13.05,No,Visual Stimulus,10.73,Focused
2353,11,1,136225,4.443,3.4,6.725,6.793,2.62,5.54,No,Resting,70.17,Distracted
2354,15,1,141553,1.841,5.455,2.004,6.664,3.701,29.31,No,Resting,2.0,Relaxed
2355,4,9,99270,0.553,2.221,7.167,1.055,0.759,13.09,No,Visual Stimulus,2.78,Relaxed
2356,21,10,88887,1.853,3.658,2.916,2.571,3.03,35.04,No,Motor Imagery,52.58,Fatigued
2357,13,6,343686,3.101,3.254,0.601,9.634,0.426,21.32,No,Motor Imagery,9.6,Fatigued
2358,22,10,142012,2.192,3.193,6.825,5.576,2.305,23.57,No,Cognitive Load,96.43,Focused
2359,19,5,286629,2.907,3.009,7.564,4.094,2.252,31.39,No,Visual Stimulus,89.38,Distracted
2360,34,1,517537,4.445,1.631,5.417,7.739,1.615,32.28,Yes,Cognitive Load,64.98,Relaxed
2361,14,6,394283,4.606,4.656,2.236,5.483,3.394,27.49,No,Motor Imagery,6.37,Relaxed
2362,4,6,240491,1.697,2.982,2.388,0.625,0.117,37.85,No,Cognitive Load,32.48,Relaxed
2363,48,3,585885,2.58,5.772,3.999,7.494,2.129,39.38,No,Cognitive Load,37.17,Fatigued
2364,46,8,257808,2.971,1.934,7.234,7.456,0.947,38.14,No,Motor Imagery,48.09,Fatigued
2365,27,1,150635,4.771,4.255,1.622,2.069,3.0,33.85,No,Resting,16.89,Distracted
2366,29,1,280752,4.994,5.674,6.695,9.588,0.268,29.7,No,Resting,57.75,Fatigued
2367,47,6,467210,1.559,4.149,2.685,2.627,3.343,28.22,No,Motor Imagery,43.58,Distracted
2368,28,10,252773,3.771,5.292,6.564,4.849,3.369,8.63,No,Resting,94.73,Fatigued
2369,35,1,279365,2.201,5.051,7.402,1.59,3.348,14.5,No,Visual Stimulus,93.62,Distracted
2370,8,6,389821,0.536,2.481,3.706,6.231,0.695,5.2,No,Resting,56.55,Fatigued
2371,16,1,213678,0.542,3.801,3.238,4.067,2.559,9.81,Yes,Motor Imagery,64.43,Fatigued
2372,42,6,421153,2.573,1.359,6.517,3.855,0.156,20.37,No,Visual Stimulus,13.78,Focused
2373,36,3,455651,2.698,3.445,4.471,8.356,3.407,10.13,No,Cognitive Load,22.33,Focused
2374,30,8,180580,0.602,1.767,5.633,0.591,2.92,36.56,No,Motor Imagery,90.07,Focused
2375,18,6,519911,3.591,4.591,5.171,8.08,2.171,33.2,No,Motor Imagery,69.92,Distracted
2376,2,1,172903,1.823,3.404,1.647,5.929,2.949,7.51,No,Resting,18.94,Distracted
2377,49,5,436149,3.02,2.762,6.836,9.868,0.468,13.71,No,Visual Stimulus,57.02,Distracted
2378,13,8,440523,1.854,1.978,1.968,6.1,2.162,33.67,Yes,Motor Imagery,93.48,Distracted
2379,4,3,102951,1.252,5.993,7.492,1.026,1.236,33.11,No,Visual Stimulus,34.52,Focused
2380,26,6,305745,2.332,0.894,2.379,0.981,3.893,38.09,No,Visual Stimulus,18.58,Relaxed
2381,25,5,72178,1.545,0.74,6.004,8.89,3.443,39.91,No,Resting,94.2,Fatigued
2382,30,6,216383,2.907,1.695,2.635,8.492,2.96,39.17,No,Motor Imagery,46.13,Fatigued
2383,11,10,159826,1.395,5.841,2.883,3.786,3.742,19.35,Yes,Visual Stimulus,41.72,Distracted
2384,7,1,69893,2.788,5.886,2.825,6.371,1.453,13.76,No,Visual Stimulus,26.76,Focused
2385,31,7,348943,1.208,4.102,6.109,5.151,3.613,31.54,No,Cognitive Load,89.16,Relaxed
2386,44,9,513223,3.519,5.341,4.676,9.688,1.368,15.47,Yes,Resting,84.56,Focused
2387,10,2,275345,3.893,1.677,7.122,9.525,2.958,33.22,No,Motor Imagery,40.3,Fatigued
2388,39,10,275375,0.997,5.846,2.805,9.846,2.972,23.69,No,Visual Stimulus,3.06,Distracted
2389,13,5,256682,2.605,1.285,5.69,8.731,0.172,32.79,No,Resting,44.67,Distracted
2390,31,10,238886,0.819,1.056,6.147,9.141,1.508,14.66,Yes,Motor Imagery,18.09,Focused
2391,7,4,435711,3.192,1.117,1.636,2.564,0.176,22.78,No,Visual Stimulus,14.27,Distracted
2392,49,6,414384,1.69,3.652,3.504,8.395,3.989,24.74,No,Motor Imagery,39.31,Relaxed
2393,42,6,425840,2.874,4.795,4.121,7.234,0.577,38.01,No,Motor Imagery,9.91,Fatigued
2394,42,2,141707,2.829,2.517,3.168,9.646,2.217,14.33,No,Resting,95.75,Relaxed
2395,36,2,534252,4.66,5.878,2.916,5.927,3.183,37.78,Yes,Resting,4.75,Focused
2396,20,4,421001,2.971,2.889,5.648,1.309,0.885,33.17,No,Cognitive Load,40.14,Fatigued
2397,4,1,12336,3.123,1.327,2.119,6.175,1.992,30.58,No,Cognitive Load,16.27,Relaxed
2398,7,9,420628,2.307,3.063,5.82,7.023,2.469,32.54,No,Cognitive Load,68.88,Relaxed
2399,1,7,82212,4.771,4.235,7.513,2.593,0.725,26.19,No,Visual Stimulus,7.88,Relaxed
2400,44,7,45591,3.997,5.077,4.739,4.244,3.136,13.54,Yes,Cognitive Load,54.68,Fatigued
2401,45,3,428670,1.784,3.023,5.086,6.186,1.267,11.63,No,Motor Imagery,77.31,Fatigued
2402,42,3,289372,4.299,3.765,1.017,4.054,0.923,35.32,No,Resting,95.01,Distracted
2403,47,1,14429,2.446,1.97,6.984,4.062,2.277,30.38,No,Motor Imagery,69.85,Focused
2404,13,3,84294,4.229,4.053,2.641,1.764,1.7,12.46,Yes,Resting,9.95,Distracted
2405,22,3,377721,4.203,5.923,5.113,9.437,3.689,26.53,No,Resting,8.85,Focused
2406,21,4,184087,1.35,0.77,7.843,7.63,3.532,20.66,No,Motor Imagery,73.16,Fatigued
2407,22,4,331080,3.655,5.376,4.966,0.512,1.985,10.55,Yes,Motor Imagery,21.53,Relaxed
2408,28,3,211979,1.808,3.593,5.935,7.773,1.501,23.61,No,Visual Stimulus,44.72,Distracted
2409,9,10,37310,1.839,1.887,3.84,7.528,1.37,14.85,Yes,Resting,97.66,Fatigued
2410,26,8,199899,1.834,5.752,0.953,0.592,1.143,8.37,No,Cognitive Load,81.99,Fatigued
2411,9,8,428472,3.765,3.158,6.482,4.011,2.224,21.34,No,Visual Stimulus,84.66,Fatigued
2412,15,1,207500,1.534,2.324,0.762,6.264,3.239,25.65,No,Cognitive Load,86.08,Distracted
2413,10,7,99862,0.504,1.498,5.755,4.801,1.312,6.64,No,Visual Stimulus,61.95,Fatigued
2414,24,2,301033,3.719,1.844,0.672,7.891,0.841,19.07,No,Resting,74.39,Focused
2415,42,1,313572,1.27,5.081,6.967,4.542,1.954,14.02,No,Motor Imagery,35.9,Focused
2416,8,3,372646,0.97,3.879,1.682,1.962,0.369,6.07,No,Motor Imagery,99.84,Relaxed
2417,24,4,430423,1.569,5.523,4.357,9.776,2.835,9.4,No,Resting,27.96,Distracted
2418,16,6,574543,2.21,1.776,4.979,2.799,2.122,9.87,No,Motor Imagery,59.0,Distracted
2419,49,10,367968,2.642,1.166,3.932,7.318,2.036,11.4,No,Resting,28.21,Distracted
2420,26,5,222603,0.701,0.533,3.056,1.86,1.272,33.12,No,Resting,11.21,Distracted
2421,27,4,42438,4.868,3.293,4.009,3.626,3.628,20.38,No,Resting,56.76,Distracted
2422,37,8,241482,3.722,5.991,2.836,4.699,0.453,10.15,No,Visual Stimulus,35.33,Fatigued
2423,4,4,494476,1.954,4.322,3.786,2.326,3.492,8.51,Yes,Motor Imagery,58.32,Fatigued
2424,50,10,481153,1.934,2.196,3.192,4.775,1.569,15.43,Yes,Visual Stimulus,55.87,Focused
2425,24,2,207374,2.518,5.323,4.747,1.993,3.534,32.93,Yes,Cognitive Load,54.23,Distracted
2426,19,3,337766,3.318,4.799,2.284,5.811,2.942,17.76,No,Resting,12.33,Distracted
2427,36,6,501955,1.159,0.585,7.915,6.805,0.506,10.6,No,Motor Imagery,44.02,Distracted
2428,39,8,550730,1.35,4.993,4.257,1.093,3.343,19.14,No,Cognitive Load,81.2,Focused
2429,10,8,81948,4.367,2.153,1.956,8.776,2.76,24.44,Yes,Resting,31.51,Distracted
2430,25,9,254657,1.653,1.323,4.078,2.259,0.226,6.04,No,Cognitive Load,44.38,Distracted
2431,18,7,287740,2.211,1.745,6.998,2.641,0.621,26.97,No,Visual Stimulus,49.38,Fatigued
2432,19,2,566694,4.421,3.077,0.664,6.783,2.579,18.83,No,Visual Stimulus,86.27,Focused
2433,36,8,40524,3.484,2.837,5.597,4.953,2.684,5.34,No,Motor Imagery,65.56,Fatigued
2434,10,7,154404,2.038,2.089,4.61,5.244,3.012,28.59,No,Cognitive Load,10.02,Relaxed
2435,33,8,110160,3.577,1.447,1.772,1.717,2.909,29.93,No,Cognitive Load,86.52,Distracted
2436,50,3,146836,0.589,4.692,6.631,8.154,2.672,27.01,Yes,Visual Stimulus,83.21,Relaxed
2437,5,7,480891,3.81,5.946,3.267,6.362,3.088,16.97,No,Visual Stimulus,75.36,Distracted
2438,47,10,167442,2.692,4.778,2.704,1.786,2.343,23.54,No,Motor Imagery,46.61,Relaxed
2439,49,9,568933,4.159,2.128,6.711,4.053,1.117,18.55,No,Resting,75.75,Fatigued
2440,35,3,384903,4.796,1.846,5.289,8.199,3.658,29.52,Yes,Motor Imagery,47.87,Focused
2441,44,10,269388,4.666,1.697,7.237,5.899,0.171,25.43,Yes,Visual Stimulus,73.66,Relaxed
2442,34,6,85501,4.592,1.252,5.224,1.532,1.53,7.86,No,Motor Imagery,88.01,Fatigued
2443,33,2,117450,2.805,3.532,6.056,4.041,2.943,27.51,No,Resting,89.05,Relaxed
2444,21,2,279100,2.121,3.83,6.773,2.806,1.766,29.05,No,Visual Stimulus,45.46,Relaxed
2445,17,5,492134,2.593,4.38,0.911,5.416,0.197,17.97,No,Resting,85.93,Focused
2446,22,5,200658,3.605,4.241,6.32,8.512,0.357,35.65,No,Motor Imagery,10.15,Fatigued
2447,48,7,540997,4.478,2.108,5.103,4.645,2.63,34.51,No,Resting,10.18,Focused
2448,37,2,380572,1.431,2.317,1.021,4.617,3.863,11.13,No,Visual Stimulus,54.83,Distracted
2449,15,7,277354,4.632,4.248,4.314,9.101,2.252,36.65,Yes,Visual Stimulus,65.18,Focused
2450,35,5,169746,4.168,2.422,1.118,5.974,2.076,20.43,No,Resting,15.3,Focused
2451,28,6,518467,4.905,1.669,6.02,5.879,1.341,30.33,No,Motor Imagery,47.22,Relaxed
2452,7,8,100025,4.461,2.559,4.599,2.988,1.101,33.49,Yes,Motor Imagery,9.44,Relaxed
2453,32,10,410949,1.76,1.996,7.652,6.273,0.182,22.68,No,Motor Imagery,60.21,Relaxed
2454,11,4,151152,0.977,0.986,1.874,5.971,1.165,18.97,No,Motor Imagery,85.51,Fatigued
2455,10,7,495416,1.005,5.066,5.045,4.27,1.852,37.04,Yes,Cognitive Load,73.76,Focused
2456,9,6,184484,1.811,5.192,2.087,9.912,0.872,13.08,Yes,Cognitive Load,37.83,Distracted
2457,14,10,190043,3.264,1.709,5.105,8.878,0.441,13.99,No,Resting,99.38,Relaxed
2458,13,2,65480,4.119,0.856,5.92,7.621,2.899,17.66,No,Cognitive Load,66.29,Distracted
2459,25,8,315104,4.547,4.564,5.917,5.605,3.589,35.08,No,Cognitive Load,81.52,Focused
2460,2,10,234622,3.307,1.663,6.613,4.89,3.753,37.86,No,Cognitive Load,66.97,Focused
2461,35,9,434368,0.525,2.664,6.902,2.257,2.51,12.7,No,Resting,98.94,Focused
2462,7,5,420466,1.338,0.853,1.08,3.405,0.306,35.24,No,Cognitive Load,82.14,Distracted
2463,21,10,118922,0.949,1.744,3.075,7.853,2.989,14.04,No,Motor Imagery,51.94,Distracted
2464,18,4,516576,2.135,4.861,5.653,4.811,0.529,38.97,No,Motor Imagery,36.69,Distracted
2465,3,6,439628,2.756,4.924,4.239,8.882,2.712,25.91,No,Resting,68.22,Focused
2466,42,8,306020,0.695,1.639,1.93,1.905,3.14,5.25,No,Resting,59.02,Focused
2467,39,3,84433,2.068,2.348,4.645,5.329,2.931,6.19,No,Resting,62.94,Relaxed
2468,41,10,73704,1.306,1.238,3.556,6.646,3.812,10.16,No,Visual Stimulus,34.3,Fatigued
2469,49,1,531149,3.412,0.908,3.425,5.41,2.979,11.57,Yes,Cognitive Load,42.87,Distracted
2470,11,4,238366,2.589,5.957,6.573,8.948,2.804,31.87,No,Resting,55.81,Fatigued
2471,39,4,324058,2.729,4.106,3.557,9.901,1.121,12.8,No,Resting,83.93,Distracted
2472,24,1,63888,2.425,3.482,0.698,1.6,3.707,38.92,No,Resting,76.29,Distracted
2473,46,9,585581,4.802,4.71,0.935,1.735,0.8,27.26,No,Motor Imagery,11.87,Fatigued
2474,19,3,213596,1.466,5.12,6.922,1.738,3.629,29.24,No,Resting,24.56,Fatigued
2475,4,5,68515,2.825,4.937,7.705,6.971,1.319,12.62,No,Motor Imagery,2.67,Distracted
2476,26,6,416740,3.812,0.591,5.663,4.04,0.608,36.24,Yes,Motor Imagery,0.8,Focused
2477,38,8,269209,3.006,1.527,3.233,7.466,3.324,28.37,No,Visual Stimulus,22.44,Relaxed
2478,42,6,164437,4.681,4.102,7.54,4.352,0.11,35.25,No,Resting,79.93,Distracted
2479,32,3,188929,2.201,2.567,5.471,6.462,3.345,38.48,Yes,Visual Stimulus,90.47,Relaxed
2480,39,6,136694,2.587,5.904,6.833,7.814,1.123,9.4,No,Resting,39.18,Focused
2481,45,1,241540,0.898,4.16,6.244,5.708,3.55,8.38,No,Cognitive Load,56.32,Focused
2482,46,4,246476,3.24,5.761,3.344,5.625,2.797,33.12,Yes,Resting,70.61,Relaxed
2483,36,6,364534,1.797,1.608,4.09,1.338,2.698,35.31,No,Resting,95.29,Distracted
2484,40,7,359000,1.221,5.252,1.896,4.402,1.525,25.43,No,Resting,91.29,Relaxed
2485,37,10,425910,2.95,2.267,2.69,5.685,0.332,17.81,No,Resting,5.72,Distracted
2486,33,3,22995,2.895,5.943,6.336,4.889,3.337,27.84,No,Resting,24.82,Fatigued
2487,36,9,441168,0.841,1.367,7.205,9.057,0.767,15.7,No,Resting,4.91,Distracted
2488,3,7,70799,3.642,3.34,5.933,9.112,1.552,13.34,No,Visual Stimulus,61.65,Fatigued
2489,9,1,499471,3.307,4.861,3.989,8.308,2.441,22.09,Yes,Cognitive Load,71.05,Fatigued
2490,8,2,37276,1.351,2.88,1.149,4.065,1.981,12.57,No,Visual Stimulus,30.83,Relaxed
